3236848555,61,da5a2c45c447b1da8a882c4e2cabf285,Borock's Rage,,2019-05-30 18:17:25.970000,2022-09-15 22:40:49.477000,1,13728184446,87007099368,0,0,,
4049646104,61,537820c45996e4bca5ff36e0e8f4e8ff,Line Dance,"Why is it called square dancing, anyway? ",2019-10-05 00:13:51.177000,2022-09-15 22:40:50.620000,1,13728184637,87013004814,0,0,,
5917570207,61,146491a2f186b72be4064f6a0e225212,Floss Dance,Nothing wrong with the classics.,2020-11-04 19:51:42.750000,2022-09-15 22:40:50.043000,1,13728184535,87011501419,0,0,,
3576745472,61,161bd2e16949d34380b1200b9d3f3f41,Fashionable,Pose! Pose! Find the camera! Flawless!,2019-08-01 20:31:39.297000,2022-09-15 22:40:49.967000,1,13728184523,87011437951,0,0,,
5938365243,61,463e0428278c3ff38de5179d02fdc332,Dolphin Dance,Get up and get down.,2020-11-10 02:57:45.853000,2022-09-15 22:40:49.800000,1,13728184499,87007453775,0,0,,
4646302011,61,bb339536a2abcb65f11cb0922f7a4c61,Air Dance,Feel the wind in your hair!,2020-02-01 01:00:30.667000,2022-09-15 17:50:00.227000,1,13725708176,87006660488,0,0,,
6533100850,61,67ef2fcc39f7e93da517cc29afb19014,Rock Star - Royal Blood,Moves fit for a rock legend.,2021-03-18 01:33:28.840000,2022-09-15 22:40:51.017000,1,13728184692,87013363110,0,0,,
77642565968081,61,f9870cfdf8363b21a80ee77ffdb2ce00,KATSEYE - Touch (Cheap version),"For more emotes check out the group!
Works on R6 and R15!",2025-10-19 17:36:17.133000,2025-10-19 18:01:22.603000,9577749054,36111212345,155691687304,0,0,,
4418387149,61,b92c74c4854cd541e79e3fa9f6abbf56,Version Me 3,,2019-11-19 00:26:30.747000,2019-11-19 00:32:02.457000,1,5214216352,18962021115,0,0,,
3576717965,61,33e0cac7026f90021e5fa235ff3105dc,Shy,"Oh stop, I'm blushing.",2019-08-01 20:25:44.367000,2022-09-15 22:40:51.247000,1,13728184726,87013672304,0,0,,
80103039541369,61,bc86ee94616988d8a80a7493f02e5e12,Majima Goro,Yakuza.,2025-08-09 16:58:13.277000,2025-08-09 16:58:13.283000,9133479180,33856990850,154819919880,0,0,,
